1,2,1.273
3,4,3.115
5,6,0.269
7,8,1.127
9,10,0.575
11,12,0.443
13,14,1.273
15,16,1.417
17,18,1.78
19,20,1.765
21,22,0.416
23,24,0.448
25,26,1.753
27,28,2.515
29,30,0.735
23,31,4.244
32,33,0.3
34,35,1.312
12,36,0.271
37,38,20.333
39,40,0.253
41,42,1.408
43,36,1.937
44,45,0.375
46,26,13.671
47,48,0.376
49,40,1.467
50,51,0.957
52,12,0.319
53,54,5.064
55,53,0.605
56,57,0.561
58,59,4.863
60,61,1.572
62,63,2.928
64,65,2.109
66,67,2.671
23,68,4.428
69,70,3.086
30,62,1.137
71,60,8.349
72,14,6.045
73,74,0.548
75,76,2.918
77,78,0.198
79,24,3.231
80,22,1.636
81,82,1.395
2,83,1.233
78,84,0.907
85,75,0.824
67,86,0.474
87,88,0.476
8,89,9.125
90,86,1.378
91,11,0.262
92,30,0.259
93,94,0.304
95,96,2.136
32,97,1.145
27,37,6.711
9,98,1.435
79,99,0.543
100,101,0.386
41,14,1.666
11,100,0.346
102,36,3.304
91,85,0.259
103,104,0.376
105,106,1.011
28,107,7.694
108,89,0.694
41,51,0.293
109,90,0.402
110,111,0.432
112,113,0.775
102,114,0.907
115,67,0.425
116,117,5.962
29,118,0.42
119,94,0.43
116,19,9.641
19,31,4.768
120,67,1.868
121,89,1.377
72,42,11.866
50,73,0.732
113,122,2.577
92,123,0.415
124,125,0.881
126,104,4.047
127,128,1.585
129,36,0.527
55,46,0.689
66,31,3.313
130,131,0.514
132,133,0.395
134,135,0.449
81,136,1.623
120,137,37.221
138,24,0.748
139,76,0.723
118,140,0.715
105,112,11.336
38,96,3.01
141,130,0.893
130,142,1.109
143,137,6.343
5,144,0.511
145,106,0.718
138,68,0.236
140,100,0.817
146,14,5.671
132,45,0.393
80,147,2.333
148,4,31.631
13,42,3.248
56,33,1.568
10,63,0.528
34,149,0.291
118,95,2.087
91,134,2.591
150,21,0.925
151,99,0.462
135,63,23.79
90,53,2.523
29,152,0.56
8,153,2.45
27,23,3.507
154,93,2.346
68,54,9.532
155,83,0.806
80,105,0.372
105,156,0.339
157,61,0.628
158,4,1.181
78,159,0.584
156,160,0.344
27,161,3.445
162,65,0.474
85,78,3.333
23,72,6.708
73,65,1.15
163,164,1.42
146,42,0.761
85,79,0.634
165,52,0.59
87,124,2.359
28,166,13.271
167,78,1.966
168,169,0.712
170,171,0.747
172,173,0.608
168,42,1.378
139,99,0.368
134,90,0.303
119,36,0.253
174,63,1.377
175,19,0.908
176,124,1.514
176,73,5.499
5,177,0.353
165,33,0.586
28,178,1.412
179,137,2.015
180,29,2.668
80,154,0.306
127,166,19.515
181,63,3.967
26,142,2.764
129,138,1.38
147,182,2.143
150,36,3.17
183,18,1.885
153,135,0.856
27,26,3.639
44,184,0.336
185,20,3.389
79,36,1.672
61,122,2.749
49,186,4.198
144,187,0.457
116,107,9.014
49,90,10.53
38,94,0.867
29,109,2.808
188,46,12.57
188,90,7.305
73,137,4.875
44,97,0.362
17,181,4.244
96,42,3.831
118,48,2.948
116,2,13.682
26,59,4.559
188,186,1.658
80,134,0.923
189,99,1.904
57,120,2.427
50,190,0.909
148,117,3.064
38,79,0.272
91,31,0.705
148,191,8.084
150,145,1.839
170,68,7.107
192,106,0.556
145,99,1.967
156,93,1.253
109,186,2.556
94,193,0.309
116,11,3.152
194,86,0.96
37,54,31.568
19,123,8.136
63,169,2.012
40,101,0.455
195,150,4.331
189,72,5.025
31,74,1.733
196,117,0.33
57,171,0.44
49,174,0.594
109,197,0.482
5,114,1.024
182,198,0.628
90,96,4.984
85,195,2.001
105,196,10.076
176,137,2.296
17,28,1.365
25,23,0.358
197,72,2.754
188,189,7.355
9,153,0.379
64,2,2.01
29,82,2.12
93,21,0.325
199,76,3.078
85,125,0.59
200,39,0.553
168,136,0.682
73,46,0.524
163,99,0.535
194,12,2.332
27,188,2.045
1,121,0.684
79,68,1.155
58,132,0.836
189,36,1.638
129,164,1.885
129,22,2.334
21,173,2.116
201,43,0.323
94,52,0.213
91,51,0.375
66,41,0.469
144,99,0.976
5,202,0.943
58,129,7.243
160,139,2.546
199,173,6.179
21,113,0.498
182,193,0.542
3,128,1.402
37,171,4.38
80,144,0.368
73,99,1.075
130,145,0.387
58,124,4.633
144,120,2.145
98,203,2.172
38,82,6.936
199,37,17.343
148,204,5.135
123,137,0.973
15,88,0.766
185,131,0.572
57,187,0.589
58,47,9.718
73,12,2.259
158,109,5.041
134,20,0.599
196,23,0.39
1,205,1.333
189,44,0.348
48,18,1.652
32,76,8.406
87,145,2.369
102,75,0.723
118,75,1.089
49,65,7.498
170,11,0.966
33,206,2.62
207,125,3.048
66,85,1.999
70,12,0.799
56,168,0.681
143,196,10.176
97,128,0.535
124,78,5.732
205,176,0.451
87,125,0.861
145,208,0.251
126,193,0.445
49,108,0.951
181,209,0.227
93,190,1.718
66,120,10.24
73,11,0.517
64,160,2.402
210,196,3.29
165,211,0.934
113,23,0.475
150,26,18.486
212,137,1.048
27,76,4.013
129,99,2.807
195,124,5.395
31,12,1.955
192,61,2.954
124,4,25.105
108,206,0.295
164,75,0.314
47,1,0.988
25,162,0.611
92,156,0.314
213,81,0.599
44,122,1.453
67,89,0.665
102,99,1.32
2,81,0.279
197,181,0.23
91,166,6.906
16,122,0.594
27,87,1.713
25,153,0.424
214,122,3.237
215,4,1.589
148,216,1.704
202,217,2.453
204,144,0.384
92,215,1.24
188,218,3.321
49,120,13.92
135,149,4.855
177,196,3.398
55,176,0.83
191,39,0.238
165,174,1.011
201,82,0.675
53,219,0.901
154,193,2.186
154,201,0.714
114,62,0.631
184,54,4.388
64,109,18.295
166,11,5.87
140,220,0.346
53,218,0.942
19,113,1.066
132,38,0.552
183,1,2.016
204,20,1.425
170,136,1.709
221,142,0.556
84,203,0.958
51,173,2.149
46,24,0.335
127,47,4.014
92,59,0.506
222,211,0.656
188,147,4.59
66,36,1.402
38,202,22.153
48,82,0.562
48,122,1.642
129,223,2.417
211,174,0.285
127,78,3.309
202,223,4.293
189,129,5.249
57,90,1.031
224,225,7.622
204,8,0.793
130,114,5.367
5,226,0.641
2,76,15.088
46,134,0.506
103,4,4.191
175,152,1.556
227,72,0.665
195,65,0.221
214,20,2.567
13,121,0.267
170,191,0.766
194,228,0.445
98,14,2.8
73,36,1.863
206,128,0.954
229,54,1.801
228,54,2.882
107,113,2.075
210,6,0.209
103,57,1.696
4,100,1.954
51,146,1.278
151,62,1.206
19,46,0.463
230,109,0.506
80,99,0.24
69,38,10.81
231,101,0.363
190,122,3.226
216,4,1.312
66,83,1.656
56,113,0.507
140,89,0.34
49,202,3.097
150,164,2.493
197,95,1.164
140,145,0.7
132,173,1.554
116,178,2.498
161,159,0.902
232,2,1.341
17,233,0.502
213,215,0.37
68,65,2.09
140,51,0.587
32,234,0.856
23,135,4.411
208,45,1.194
5,167,0.876
38,194,0.92
25,109,0.528
204,43,0.865
137,2,4.567
221,186,1.153
208,194,0.382
135,203,0.525
21,65,3.054
201,33,2.493
68,122,4.691
165,219,0.74
196,194,3.231
114,196,6.327
211,207,0.529
51,82,1.836
73,75,0.205
222,113,0.263
180,47,4.136
59,162,1.822
81,228,1.159
31,193,0.979
123,89,3.199
188,197,5.855
215,155,0.642
172,37,3.347
